net,length_um
net447,4
net796,4
net846,4
net1103,4
net1319,4
net1380,4
net1487,4
net1600,4
net1729,4
net1857,4
net1921,4
net2003,4
net2011,4
net2122,4
net2167,4
net2214,4
net2311,4
net2369,4
net2528,4
net2532,4
net2600,4
net2659,4
_00071_,3.985
_01136_,3.985
_00133_,3.98
_05188_,3.98
_05293_,3.98
_06019_,3.98
_11213_,3.98
_13043_,3.98
decode.regfile.registers_30\[1\],3.98
_01524_,3.975
_01706_,3.975
_01100_,3.965
_01297_,3.965
_01510_,3.965
_02099_,3.965
_02385_,3.965
_01328_,3.955
_00613_,3.945
_02034_,3.945
_02248_,3.945
_03282_,3.94
net1198,3.94
_03207_,3.93
_04328_,3.93
io_memory_write_data[12],3.93
io_memory_write_data[23],3.93
io_memory_write_data[30],3.93
_00136_,3.925
_00217_,3.925
_00260_,3.925
_00268_,3.925
_00328_,3.925
_00353_,3.925
_00536_,3.925
_00779_,3.925
_01087_,3.925
_01209_,3.925
_01219_,3.925
_01265_,3.925
_01279_,3.925
_01334_,3.925
_01582_,3.925
_01612_,3.925
_01631_,3.925
_01641_,3.925
_01673_,3.925
_01855_,3.925
_01974_,3.925
_01977_,3.925
_02156_,3.925
_02290_,3.925
_02292_,3.925
_02301_,3.925
_02302_,3.925
_02323_,3.925
_02331_,3.925
_02347_,3.925
_02359_,3.925
_02373_,3.925
_02481_,3.925
_02578_,3.925
_02606_,3.925
_02612_,3.925
_02728_,3.925
_02776_,3.925
_02780_,3.925
_02784_,3.925
_02837_,3.925
_02857_,3.925
_02914_,3.925
_02958_,3.925
net1958,3.925
net2536,3.925
_09746_,3.91
_00155_,3.905
_02678_,3.905
_12326_,3.905
_00719_,3.9
_01198_,3.9
_05685_,3.9
_06060_,3.9
_06178_,3.9
_06213_,3.9
_06269_,3.9
_06757_,3.9
_07186_,3.9
_07246_,3.9
_08138_,3.9
_08165_,3.9
_08706_,3.9
_08812_,3.9
_08865_,3.9
_09965_,3.9
_09971_,3.9
_10669_,3.9
_10840_,3.9
_11439_,3.9
_13189_,3.9
csr.mscratch\[21\],3.9
decode.id_ex_pc_reg\[25\],3.9
net266,3.9
net661,3.9
net1591,3.9
net2720,3.9
net2729,3.9
_01139_,3.88
_01344_,3.88
_01398_,3.88
_02964_,3.88
_03087_,3.88
_03196_,3.88
_03274_,3.88
_03460_,3.88
_03483_,3.88
_03621_,3.88
_04555_,3.88
_04685_,3.88
_04869_,3.88
_04938_,3.88
_04983_,3.88
_05010_,3.88
_05196_,3.88
_05375_,3.88
_05394_,3.88
_05437_,3.88
_06142_,3.88
_06204_,3.88
_06235_,3.88
_06302_,3.88
_06394_,3.88
_06446_,3.88
_06468_,3.88
_06510_,3.88
_06524_,3.88
_06602_,3.88
_06728_,3.88
_06978_,3.88
_07025_,3.88
_07241_,3.88
_07242_,3.88
_07325_,3.88
_07395_,3.88
_07635_,3.88
_07655_,3.88
_07698_,3.88
_07785_,3.88
_07936_,3.88
_07984_,3.88
_08032_,3.88
_08036_,3.88
_08148_,3.88
_08149_,3.88
_08188_,3.88
_08272_,3.88
_08277_,3.88
_08452_,3.88
_08520_,3.88
_08648_,3.88
_08673_,3.88
_08805_,3.88
_08855_,3.88
_08986_,3.88
_09016_,3.88
_09038_,3.88
_09107_,3.88
_09145_,3.88
_09148_,3.88
_09159_,3.88
_09251_,3.88
_09254_,3.88
_09281_,3.88
_09307_,3.88
_09308_,3.88
_09324_,3.88
_09367_,3.88
_09384_,3.88
_09521_,3.88
_09527_,3.88
_09568_,3.88
_09631_,3.88
_09639_,3.88
_09644_,3.88
_09732_,3.88
_09735_,3.88
_10009_,3.88
_10209_,3.88
_10221_,3.88
_10261_,3.88
_10352_,3.88
_10384_,3.88
_10408_,3.88
_10467_,3.88
_10470_,3.88
_10484_,3.88
_10543_,3.88
_10634_,3.88
_10860_,3.88
_10968_,3.88
_11510_,3.88
_11535_,3.88
_11770_,3.88
_11816_,3.88
_11853_,3.88
_11880_,3.88
_11908_,3.88
_12013_,3.88
_12312_,3.88
_12455_,3.88
_12480_,3.88
_12801_,3.88
_12844_,3.88
_13313_,3.88
decode.exception_out_reg,3.88
decode.id_ex_rs2_data_reg\[1\],3.88
decode.regfile.registers_30\[13\],3.88
decode.regfile.registers_31\[2\],3.88
execute.csr_write_address_out_reg\[0\],3.88
execute.csr_write_data_out_reg\[18\],3.88
net384,3.88
net477,3.88
net542,3.88
net789,3.88
net886,3.88
net1001,3.88
net1002,3.88
net1008,3.88
net1188,3.88
net1286,3.88
net1332,3.88
net1365,3.88
net1508,3.88
net1609,3.88
net1615,3.88
net1750,3.88
net2127,3.88
net2178,3.88
net2439,3.88
net2653,3.88
_01304_,3.865
_04954_,3.86
_07466_,3.86
_10892_,3.86
net2269,3.86
_04513_,3.84
_08594_,3.84
net2670,3.84
_00669_,3.825
_01907_,3.825
_02460_,3.825
_01892_,3.815
_00300_,3.805
_00500_,3.805
_00691_,3.805
_00778_,3.805
_00964_,3.805
_01148_,3.805
_01340_,3.805
_01638_,3.805
_01643_,3.805
_02063_,3.805
_02135_,3.805
_02584_,3.805
_02804_,3.805
_01586_,3.8
net707,3.8
memory.csr_read_data_out_reg\[8\],3.79
_01651_,3.785
_01700_,3.785
_00029_,3.78
_00830_,3.78
_01382_,3.78
_01433_,3.78
_01515_,3.78
_01951_,3.78
_02045_,3.78
_02105_,3.78
_02204_,3.78
_02319_,3.78
_02332_,3.78
_02499_,3.78
_02502_,3.78
_02562_,3.78
_02754_,3.78
_02798_,3.78
_02835_,3.78
_02950_,3.78
_03532_,3.78
_04397_,3.78
_07187_,3.78
_07637_,3.78
_07751_,3.78
_09010_,3.78
_10794_,3.78
_11859_,3.78
net329,3.78
net814,3.78
net821,3.78
net829,3.78
net873,3.78
net953,3.78
net964,3.78
net981,3.78
net1028,3.78
net1072,3.78
net1169,3.78
net1278,3.78
net1314,3.78
net1350,3.78
net1385,3.78
net1433,3.78
net1604,3.78
net1627,3.78
net1682,3.78
net1817,3.78
net1892,3.78
net2013,3.78
net2035,3.78
net2405,3.78
net643,3.77
_04182_,3.76
_04643_,3.76
_05874_,3.76
_07278_,3.76
_08639_,3.76
_08784_,3.76
_11399_,3.76
_12320_,3.76
_13108_,3.76
fetch.bht.bhtTable_target_pc\[12\]\[3\],3.76
fetch.bht.bhtTable_target_pc\[1\]\[24\],3.76
net708,3.76
net1935,3.76
net2700,3.76
net2728,3.76
_02027_,3.755
_03357_,3.74
_04953_,3.74
_11815_,3.74
_11895_,3.74
net869,3.74
net895,3.74
net930,3.74
net1303,3.74
net1313,3.74
net1468,3.74
net1798,3.74
net1848,3.74
net1943,3.74
_00148_,3.705
_00206_,3.705
_00234_,3.705
_00284_,3.705
_00313_,3.705
_00506_,3.705
_00544_,3.705
_00727_,3.705
_00802_,3.705
_00813_,3.705
_00957_,3.705
_01310_,3.705
_01342_,3.705
_01502_,3.705
_01734_,3.705
_01864_,3.705
_01929_,3.705
_02050_,3.705
_02069_,3.705
_02100_,3.705
_02112_,3.705
_02282_,3.705
_02320_,3.705
_02349_,3.705
_02353_,3.705
_02361_,3.705
_02456_,3.705
_02544_,3.705
_02548_,3.705
_02552_,3.705
_02605_,3.705
_02671_,3.705
_02701_,3.705
_02768_,3.705
_02771_,3.705
_02833_,3.705
_02849_,3.705
net1914,3.705
_10500_,3.7
_13077_,3.7
_12057_,3.69
_01381_,3.685
_01211_,3.68
_01403_,3.68
_03722_,3.68
_04748_,3.68
_05096_,3.68
_05548_,3.68
_06952_,3.68
_06992_,3.68
_07043_,3.68
_07177_,3.68
_07559_,3.68
_08743_,3.68
_11463_,3.68
_11890_,3.68
_12959_,3.68
_13139_,3.68
net594,3.68
net803,3.68
net935,3.68
net1015,3.68
net1070,3.68
net1078,3.68
net1108,3.68
net1209,3.68
net1292,3.68
net1347,3.68
net1372,3.68
net1416,3.68
net1420,3.68
net1723,3.68
net1765,3.68
net1887,3.68
net1970,3.68
net2104,3.68
net2105,3.68
net2169,3.68
net2199,3.68
net2456,3.68
net2460,3.68
net2477,3.68
net2502,3.68
net2575,3.68
net2651,3.68
net2694,3.68
_05491_,3.67
_01001_,3.66
_04074_,3.66
_04524_,3.66
_06722_,3.66
memory.io_wb_aluresult\[9\],3.66
net621,3.66
net2198,3.66
_01941_,3.655
memory.io_wb_aluresult\[19\],3.65
_03511_,3.64
_05221_,3.64
_06371_,3.64
_06704_,3.64
_09549_,3.64
_09798_,3.64
_13046_,3.64
_13409_,3.64
net1155,3.64
net1219,3.64
net2521,3.64
_01153_,3.635
_02749_,3.635
_01790_,3.625
_02226_,3.62
_00173_,3.615
_00144_,3.605
_01111_,3.605
_01116_,3.605
_01473_,3.605
_02450_,3.605
net2634,3.59
_01260_,3.585
_01336_,3.585
_02267_,3.585
_02274_,3.585
_02580_,3.585
_02909_,3.565
net1610,3.565
_03301_,3.56
_03336_,3.56
_04326_,3.56
_04493_,3.56
_04527_,3.56
_04577_,3.56
_05053_,3.56
_06596_,3.56
_07227_,3.56
_08478_,3.56
_08953_,3.56
_08998_,3.56
_09001_,3.56
_09006_,3.56
_09007_,3.56
_09050_,3.56
_09075_,3.56
_09088_,3.56
_09093_,3.56
_09124_,3.56
_09215_,3.56
_09238_,3.56
_09309_,3.56
_09421_,3.56
_09511_,3.56
_09556_,3.56
_09607_,3.56
_09612_,3.56
_09658_,3.56
_09742_,3.56
_09782_,3.56
_10026_,3.56
_10208_,3.56
_10281_,3.56
_10301_,3.56
_10338_,3.56
_10351_,3.56
_10433_,3.56
_10488_,3.56
_10501_,3.56
_10521_,3.56
_10544_,3.56
_10641_,3.56
_10869_,3.56
_11458_,3.56
_11954_,3.56
_13415_,3.56
net1250,3.56
net1271,3.56
net2052,3.56
net2275,3.56
net2393,3.56
net2398,3.56
net2457,3.56
_00487_,3.54
_00769_,3.54
_01239_,3.54
_01259_,3.54
_02520_,3.54
_03302_,3.54
_03411_,3.54
_03425_,3.54
_03522_,3.54
_03601_,3.54
_03823_,3.54
_04407_,3.54
_04479_,3.54
_04543_,3.54
_04695_,3.54
_04717_,3.54
_04738_,3.54
_05009_,3.54
_05021_,3.54
_05154_,3.54
_05290_,3.54
_05639_,3.54
_05774_,3.54
_05785_,3.54
_05861_,3.54
_06171_,3.54
_06183_,3.54
_06441_,3.54
_06562_,3.54
_06741_,3.54
_06807_,3.54
_06855_,3.54
_06983_,3.54
_07047_,3.54
_07200_,3.54
_07374_,3.54
_07376_,3.54
_07526_,3.54
_07546_,3.54
_07565_,3.54
_07583_,3.54
_07587_,3.54
_07692_,3.54
_07772_,3.54
_07854_,3.54
_08047_,3.54
_08110_,3.54
_08254_,3.54
_08281_,3.54
_08324_,3.54
_08456_,3.54
_08551_,3.54
_08777_,3.54
_08851_,3.54
_08863_,3.54
_08983_,3.54
_09002_,3.54
_09044_,3.54
_09106_,3.54
_09380_,3.54
_09628_,3.54
_09804_,3.54
_09827_,3.54
_09895_,3.54
_10011_,3.54
_10143_,3.54
_10216_,3.54
_10250_,3.54
_10366_,3.54
_10476_,3.54
_10571_,3.54
_10784_,3.54
_10963_,3.54
_11040_,3.54
_11353_,3.54
_11441_,3.54
_11556_,3.54
_11682_,3.54
_11743_,3.54
_11796_,3.54
_11833_,3.54
_12242_,3.54
_12340_,3.54
_12348_,3.54
_12942_,3.54
_13153_,3.54
_13251_,3.54
_13318_,3.54
_13472_,3.54
csr.io_mem_pc\[30\],3.54
decode.io_id_pc\[0\],3.54
decode.io_id_pc\[14\],3.54
execute.csr_write_data_out_reg\[1\],3.54
fetch.bht.bhtTable_tag\[15\]\[1\],3.54
fetch.bht.bhtTable_target_pc\[1\]\[19\],3.54
memory.io_wb_aluresult\[18\],3.54
memory.io_wb_reg_pc\[29\],3.54
net282,3.54
net530,3.54
net591,3.54
net697,3.54
net783,3.54
net1044,3.54
net1061,3.54
net1101,3.54
net1298,3.54
net1464,3.54
net1479,3.54
net1929,3.54
net1939,3.54
net2094,3.54
net2173,3.54
net2242,3.54
net2342,3.54
net2368,3.54
net2605,3.54
net2635,3.54
net2669,3.54
net2772,3.54
_11610_,3.53
_00024_,3.525
_00053_,3.525
_00137_,3.525
_00198_,3.525
_00608_,3.525
_01206_,3.525
_02300_,3.525
_03124_,3.52
_03973_,3.52
_04842_,3.52
_04849_,3.52
_04933_,3.52
_05257_,3.52
_10363_,3.52
_11434_,3.52
csr.minstret\[15\],3.52
execute.io_mret_out,3.52
fetch.btb.btbTable\[9\]\[0\],3.52
_00801_,3.515
_00020_,3.505
_00220_,3.505
_00452_,3.505
_00484_,3.505
_00599_,3.505
_00995_,3.505
_01103_,3.505
_01122_,3.505
_01350_,3.505
_01572_,3.505
_02006_,3.505
_02122_,3.505
_02126_,3.505
_02668_,3.505
_02815_,3.505
_01016_,3.485
_00004_,3.465
_00098_,3.465
_00117_,3.465
_00160_,3.465
_00240_,3.465
_00247_,3.465
_00266_,3.465
_00324_,3.465
_00386_,3.465
_00453_,3.465
_00511_,3.465
_00935_,3.465
_01086_,3.465
_01180_,3.465
_01545_,3.465
_01609_,3.465
_01635_,3.465
_01679_,3.465
_01730_,3.465
_01890_,3.465
_01949_,3.465
_01952_,3.465
_01978_,3.465
_01988_,3.465
_02194_,3.465
_02227_,3.465
_02298_,3.465
_02313_,3.465
_02327_,3.465
_02392_,3.465
_02433_,3.465
_02448_,3.465
_02582_,3.465
_02687_,3.465
_02729_,3.465
_02777_,3.465
_02852_,3.465
_02929_,3.465
memory.io_wb_aluresult\[23\],3.465
memory.io_wb_aluresult\[31\],3.465
_00192_,3.46
_01302_,3.46
_01464_,3.46
net2301,3.46
_00167_,3.44
_00783_,3.44
_00949_,3.44
_01466_,3.44
_01472_,3.44
_01721_,3.44
_02587_,3.44
_03198_,3.44
_04821_,3.44
_05003_,3.44
_05269_,3.44
_05610_,3.44
_05651_,3.44
_05839_,3.44
_05935_,3.44
_05957_,3.44
_06095_,3.44
_06296_,3.44
_06343_,3.44
_07182_,3.44
_07314_,3.44
_07922_,3.44
_07977_,3.44
_08077_,3.44
_08180_,3.44
_08339_,3.44
_08407_,3.44
_08447_,3.44
_08464_,3.44
_08539_,3.44
_08650_,3.44
_09429_,3.44
_09614_,3.44
_10204_,3.44
_10726_,3.44
_12857_,3.44
_13269_,3.44
net844,3.44
net1449,3.44
_01914_,3.43
_12671_,3.425
_00357_,3.42
_00767_,3.42
_03066_,3.42
_03103_,3.42
_03499_,3.42
_03617_,3.42
_03892_,3.42
_04481_,3.42
_04723_,3.42
_04960_,3.42
_04969_,3.42
_05030_,3.42
_05074_,3.42
_05097_,3.42
_05144_,3.42
_05343_,3.42
_05436_,3.42
_05461_,3.42
_05493_,3.42
_05735_,3.42
_06116_,3.42
_06121_,3.42
_06226_,3.42
_06243_,3.42
_06265_,3.42
_06273_,3.42
_06297_,3.42
_06367_,3.42
_06437_,3.42
_06445_,3.42
_06514_,3.42
_06606_,3.42
_06777_,3.42
_06909_,3.42
_06947_,3.42
_06995_,3.42
_07012_,3.42
_07169_,3.42
_07435_,3.42
_07598_,3.42
_07629_,3.42
_07662_,3.42
_07902_,3.42
_08005_,3.42
_08056_,3.42
_08125_,3.42
_08248_,3.42
_08252_,3.42
_08583_,3.42
_08624_,3.42
_08700_,3.42
_08769_,3.42
_08884_,3.42
_09097_,3.42
_09121_,3.42
_09147_,3.42
_09185_,3.42
_09301_,3.42
_09304_,3.42
_09332_,3.42
_09349_,3.42
_09470_,3.42
_09538_,3.42
_09539_,3.42
_09572_,3.42
_09580_,3.42
_09613_,3.42
_09637_,3.42
_09653_,3.42
_09770_,3.42
_09844_,3.42
_10184_,3.42
_10247_,3.42
_10276_,3.42
_10294_,3.42
_10296_,3.42
_10334_,3.42
_10360_,3.42
_10422_,3.42
_10424_,3.42
_10461_,3.42
_10486_,3.42
_10495_,3.42
_10518_,3.42
_10528_,3.42
_10899_,3.42
_11294_,3.42
_11423_,3.42
_11517_,3.42
_11563_,3.42
_11572_,3.42
_11808_,3.42
_11953_,3.42
_11973_,3.42
_12310_,3.42
_12349_,3.42
_12418_,3.42
_12710_,3.42
_12966_,3.42
_13008_,3.42
_13193_,3.42
_13312_,3.42
decode.regfile.registers_31\[8\],3.42
memory.io_wb_aluresult\[6\],3.42
net494,3.42
net682,3.42
net800,3.42
net1118,3.42
net1123,3.42
net1458,3.42
net1543,3.42
net1557,3.42
net1560,3.42
net1730,3.42
net1923,3.42
net1966,3.42
net2501,3.42
_00480_,3.405
_00791_,3.405
_00820_,3.405
_01165_,3.405
_02259_,3.405
_12291_,3.4
_02570_,3.395
_01144_,3.385
_01461_,3.385
_02136_,3.375
_10171_,3.36
_02684_,3.355
_05817_,3.35
_00051_,3.345
_00186_,3.345
_00355_,3.345
_00535_,3.345
_00809_,3.345
_00878_,3.345
_01054_,3.345
_01096_,3.345
_01394_,3.345
_01516_,3.345
_01561_,3.345
_01570_,3.345
_01597_,3.345
_01799_,3.345
_01853_,3.345
_01930_,3.345
_01945_,3.345
_02080_,3.345
_02161_,3.345
_02246_,3.345
_02254_,3.345
_02260_,3.345
_02755_,3.345
_02845_,3.345
_00477_,3.34
_01172_,3.34
_01355_,3.34
_12919_,3.34
_00075_,3.32
_00193_,3.32
_00321_,3.32
_00323_,3.32
_00578_,3.32
_00606_,3.32
_00615_,3.32
_00806_,3.32
_00811_,3.32
_00819_,3.32
_00834_,3.32
_00980_,3.32
_01002_,3.32
_01199_,3.32
_01266_,3.32
_01430_,3.32
_01448_,3.32
_01468_,3.32
_01563_,3.32
_01794_,3.32
_02130_,3.32
_02279_,3.32
_02280_,3.32
_02289_,3.32
_02354_,3.32
_02408_,3.32
_02468_,3.32
_02472_,3.32
_02496_,3.32
_02663_,3.32
_02721_,3.32
_02843_,3.32
_02892_,3.32
_02910_,3.32
_02944_,3.32
_05103_,3.32
_05124_,3.32
_06414_,3.32
_07146_,3.32
_07856_,3.32
_08936_,3.32
_08947_,3.32
_11536_,3.32
_12897_,3.32
net481,3.32
net624,3.32
net827,3.32
net911,3.32
net951,3.32
net970,3.32
net1016,3.32
net1018,3.32
net1031,3.32
net1056,3.32
net1254,3.32
net1325,3.32
net1364,3.32
net1379,3.32
net1438,3.32
net1624,3.32
net1706,3.32
net1708,3.32
net1722,3.32
net1740,3.32
net1949,3.32
net2005,3.32
net2010,3.32
net2016,3.32
net2083,3.32
net2383,3.32
net2447,3.32
net2451,3.32
memory.io_wb_aluresult\[11\],3.31
net1233,3.31
net1513,3.31
_02238_,3.3
_02613_,3.3
_03485_,3.3
_05859_,3.3
_07694_,3.3
_08342_,3.3
_08637_,3.3
_09990_,3.3
net1132,3.3
net1396,3.3
net1769,3.3
net2160,3.3
_01504_,3.295
_05504_,3.295
_10382_,3.295
_05477_,3.25
_00116_,3.245
_00216_,3.245
_00248_,3.245
_00315_,3.245
_00338_,3.245
_00501_,3.245
_00541_,3.245
_00589_,3.245
_00911_,3.245
_00925_,3.245
_00952_,3.245
_01064_,3.245
_01406_,3.245
_01416_,3.245
_01650_,3.245
_01685_,3.245
_01902_,3.245
_02047_,3.245
_02181_,3.245
_02278_,3.245
_02309_,3.245
_02321_,3.245
_02395_,3.245
_02447_,3.245
_02478_,3.245
_02588_,3.245
_02639_,3.245
_02796_,3.245
_02799_,3.245
_02810_,3.245
_02818_,3.245
_02889_,3.245
_02926_,3.245
net560,3.245
net1049,3.245
net1065,3.245
_00047_,3.225
_00131_,3.225
_00781_,3.225
_00888_,3.225
_01046_,3.225
_01557_,3.225
_01713_,3.225
_01872_,3.225
_01927_,3.225
_01994_,3.225
_02175_,3.225
_02445_,3.225
_01127_,3.22
_01229_,3.22
_03512_,3.22
_03619_,3.22
_03946_,3.22
_03980_,3.22
_04123_,3.22
_04258_,3.22
_05790_,3.22
_06416_,3.22
_06904_,3.22
_06971_,3.22
_07824_,3.22
_08629_,3.22
_08642_,3.22
_10050_,3.22
_11451_,3.22
_11984_,3.22
_12203_,3.22
_12423_,3.22
_13072_,3.22
net425,3.22
net575,3.22
net672,3.22
net725,3.22
net745,3.22
net772,3.22
net811,3.22
net848,3.22
net933,3.22
net934,3.22
net971,3.22
net1003,3.22
net1104,3.22
net1134,3.22
net1256,3.22
net1282,3.22
net1340,3.22
net1358,3.22
net1363,3.22
net1467,3.22
net1552,3.22
net1677,3.22
net1681,3.22
net1782,3.22
net1786,3.22
net1816,3.22
net1870,3.22
net1933,3.22
net1973,3.22
net1983,3.22
net2031,3.22
net2187,3.22
net2281,3.22
net2308,3.22
net2313,3.22
net2324,3.22
net2382,3.22
net2387,3.22
net2399,3.22
net2402,3.22
net2412,3.22
net2506,3.22
net2519,3.22
net2527,3.22
net2562,3.22
net2593,3.22
net2675,3.22
net2721,3.22
net2757,3.22
_02240_,3.2
_03008_,3.2
_03267_,3.2
_05781_,3.2
_06800_,3.2
_06818_,3.2
_07509_,3.2
_07642_,3.2
_08698_,3.2
_10663_,3.2
_11379_,3.2
_12064_,3.2
net832,3.2
net1671,3.2
net2121,3.2
_10886_,3.19
memory.io_wb_aluresult\[26\],3.19
net1899,3.19
_09386_,3.185
_01068_,3.18
_03263_,3.18
_10983_,3.18
_11492_,3.18
net1713,3.18
_00099_,3.175
_00272_,3.175
_00335_,3.175
_00348_,3.175
_00764_,3.175
_00789_,3.175
_00796_,3.175
_01023_,3.175
_01160_,3.175
_01660_,3.175
_01695_,3.175
_01787_,3.175
_01791_,3.175
_02061_,3.175
_02066_,3.175
_02761_,3.175
_02803_,3.175
_03257_,3.175
net2677,3.175
_01161_,3.165
_01654_,3.165
_01705_,3.165
_02010_,3.165
_02176_,3.165
_12956_,3.16
_00527_,3.145
_00835_,3.145
_00836_,3.145
_01039_,3.145
_02073_,3.145
_12910_,3.14
net786,3.14
_00954_,3.125
_02088_,3.125
_02352_,3.125
_02365_,3.125
_02387_,3.125
_02854_,3.125
_07644_,3.125
_12313_,3.125
_05495_,3.11
_01768_,3.105
_01886_,3.1
_03025_,3.1
_03111_,3.1
_04724_,3.1
_04807_,3.1
_05185_,3.1
_05348_,3.1
_05397_,3.1
_05701_,3.1
_05862_,3.1
_07149_,3.1
_07198_,3.1
_07664_,3.1
_07826_,3.1
_08671_,3.1
_08679_,3.1
_09562_,3.1
_10156_,3.1
_10372_,3.1
_10793_,3.1
_11537_,3.1
_11643_,3.1
_12040_,3.1
_12608_,3.1
_12721_,3.1
_13010_,3.1
_13094_,3.1
_13101_,3.1
_13261_,3.1
_13465_,3.1
net244,3.1
net499,3.1
net659,3.1
net1246,3.1
net1408,3.1
net1856,3.1
net2386,3.1
net2465,3.1
net2468,3.1
net2503,3.1
_05844_,3.09
_00460_,3.08
_00499_,3.08
_00928_,3.08
_00936_,3.08
_01242_,3.08
_01244_,3.08
_02965_,3.08
_03022_,3.08
_03161_,3.08
_03181_,3.08
_03222_,3.08
_03247_,3.08
_03380_,3.08
_03498_,3.08
_03503_,3.08
_03606_,3.08
_04385_,3.08
_04622_,3.08
_04713_,3.08
_04888_,3.08
_05044_,3.08
_05104_,3.08
_05298_,3.08
_05328_,3.08
_05474_,3.08
_05557_,3.08
_05663_,3.08
_05932_,3.08
_05954_,3.08
_05997_,3.08
_06042_,3.08
_06433_,3.08
_06434_,3.08
_06724_,3.08
_06727_,3.08
_06751_,3.08
_06826_,3.08
_06915_,3.08
_06941_,3.08
_07049_,3.08
_07074_,3.08
_07096_,3.08
_07175_,3.08
_07213_,3.08
_07437_,3.08
_07456_,3.08
_07541_,3.08
_07661_,3.08
_07757_,3.08
_07883_,3.08
_07909_,3.08
_07921_,3.08
_08010_,3.08
_08209_,3.08
_08256_,3.08
_08265_,3.08
_08554_,3.08
_08555_,3.08
_08660_,3.08
_08765_,3.08
_08840_,3.08
_08886_,3.08
_08938_,3.08
_09030_,3.08
_09032_,3.08
_09040_,3.08
_09158_,3.08
_09193_,3.08
_09289_,3.08
_09358_,3.08
_09483_,3.08
_09503_,3.08
_09506_,3.08
_09517_,3.08
_09520_,3.08
_09542_,3.08
_09588_,3.08
_09646_,3.08
_09704_,3.08
_09808_,3.08
_09824_,3.08
_09841_,3.08
_10032_,3.08
_10178_,3.08
_10329_,3.08
_10396_,3.08
_10425_,3.08
_10442_,3.08
_10451_,3.08
_10465_,3.08
_10516_,3.08
_10531_,3.08
_10643_,3.08
_10740_,3.08
_10746_,3.08
_11352_,3.08
_11497_,3.08
_11596_,3.08
_11805_,3.08
_11830_,3.08
_11835_,3.08
_11949_,3.08
_12204_,3.08
_12284_,3.08
_12371_,3.08
_12445_,3.08
_12744_,3.08
_12779_,3.08
_13341_,3.08
_13429_,3.08
net265,3.08
net413,3.08
net415,3.08
net488,3.08
net492,3.08
net544,3.08
net641,3.08
net681,3.08
net695,3.08
net696,3.08
net727,3.08
net759,3.08
net983,3.08
net991,3.08
net1025,3.08
net1125,3.08
net1383,3.08
net1437,3.08
net1486,3.08
net1577,3.08
net1827,3.08
net1898,3.08
net1928,3.08
net1934,3.08
net1965,3.08
net1993,3.08
net2023,3.08
net2123,3.08
net2263,3.08
net2267,3.08
net2297,3.08
net2310,3.08
net2359,3.08
net2376,3.08
net2385,3.08
net2431,3.08
net2449,3.08
net2513,3.08
net2517,3.08
net2524,3.08
net2538,3.08
net2544,3.08
net2571,3.08
net2579,3.08
net2599,3.08
net2615,3.08
net2686,3.08
_00111_,3.075
_00586_,3.075
_02715_,3.075
_00174_,3.065
_00311_,3.065
_04586_,3.065
_07837_,3.065
_02988_,3.06
_04013_,3.06
_06665_,3.06
_13109_,3.06
net1404,3.06
net1456,3.06
_00978_,3.055
_00992_,3.055
_01674_,3.055
_02273_,3.055
_00060_,3.045
_00086_,3.045
_00175_,3.045
_00316_,3.045
_00344_,3.045
_00880_,3.045
_00901_,3.045
_00913_,3.045
_00927_,3.045
_01254_,3.045
_01476_,3.045
_01553_,3.045
_01568_,3.045
_02165_,3.045
_02214_,3.045
_02310_,3.045
_02390_,3.045
_02515_,3.045
_02523_,3.045
_02652_,3.045
_02816_,3.045
_04125_,3.045
_05275_,3.04
_06703_,3.03
_08655_,3.01
_00015_,3.005
_00016_,3.005
_00023_,3.005
_00108_,3.005
_00123_,3.005
_00157_,3.005
_00177_,3.005
_00245_,3.005
_00281_,3.005
_00296_,3.005
_00330_,3.005
_00333_,3.005
_00352_,3.005
_00382_,3.005
_00585_,3.005
_00722_,3.005
_00866_,3.005
_00868_,3.005
_00903_,3.005
_00955_,3.005
_01014_,3.005
_01019_,3.005
_01059_,3.005
_01197_,3.005
_01295_,3.005
_01309_,3.005
_01544_,3.005
_01623_,3.005
_01664_,3.005
_01735_,3.005
_01757_,3.005
_01824_,3.005
_01828_,3.005
_01947_,3.005
_01950_,3.005
_01955_,3.005
_01989_,3.005
_01991_,3.005
_02109_,3.005
_02326_,3.005
_02337_,3.005
_02367_,3.005
_02389_,3.005
_02415_,3.005
_02480_,3.005
_02506_,3.005
_02576_,3.005
_02593_,3.005
_02609_,3.005
_02646_,3.005
_02658_,3.005
_02693_,3.005
_02730_,3.005
_02731_,3.005
_02744_,3.005
_02762_,3.005
_02789_,3.005
_02841_,3.005
_02859_,3.005
_02901_,3.005
_02945_,3.005
net2437,3.005
net2631,3.005
_00204_,3
_01214_,2.995
_01832_,2.99
net566,2.99
net2168,2.99
net2559,2.99
_03270_,2.985
_05688_,2.985
_00598_,2.98
_00973_,2.98
_01269_,2.98
_02322_,2.98
_02823_,2.98
_03505_,2.98
_04501_,2.98
_04761_,2.98
_04878_,2.98
_04886_,2.98
_05237_,2.98
_05364_,2.98
_05924_,2.98
_05934_,2.98
_05969_,2.98
_06144_,2.98
_06429_,2.98
_06647_,2.98
_06985_,2.98
_07021_,2.98
_07291_,2.98
_07604_,2.98
_07848_,2.98
_08020_,2.98
_08118_,2.98
_08155_,2.98
