net,length_um
_08874_,5.22
_08883_,5.22
_09031_,5.22
_09081_,5.22
_09137_,5.22
_09315_,5.22
_09620_,5.22
_09671_,5.22
_09725_,5.22
_09868_,5.22
_10277_,5.22
_10326_,5.22
_10399_,5.22
_11418_,5.22
_11568_,5.22
_11660_,5.22
_11866_,5.22
_12287_,5.22
net253,5.22
net295,5.22
net301,5.22
net304,5.22
net839,5.22
net877,5.22
net890,5.22
net1181,5.22
net1322,5.22
net1726,5.22
net1752,5.22
net2347,5.22
net1337,5.2
_05667_,5.19
net724,5.185
net483,5.18
_02202_,5.165
_02516_,5.165
_00027_,5.16
_01003_,5.16
_02285_,5.16
_05102_,5.16
_05332_,5.16
_07999_,5.16
_11372_,5.16
net781,5.16
net910,5.16
net1190,5.16
net1236,5.16
net1317,5.16
net1395,5.16
net1661,5.16
net1702,5.16
net1841,5.16
net1963,5.16
net2446,5.16
net2623,5.16
memory.io_wb_aluresult\[16\],5.15
_00084_,5.14
_01899_,5.14
_02741_,5.14
_04874_,5.14
_05284_,5.14
_05566_,5.14
_06528_,5.14
_07357_,5.14
_07782_,5.14
_09810_,5.14
fetch.bht.bhtTable_tag\[10\]\[8\],5.14
fetch.bht.bhtTable_tag\[11\]\[20\],5.14
fetch.bht.bhtTable_target_pc\[4\]\[4\],5.14
fetch.bht.bhtTable_target_pc\[5\]\[8\],5.14
net455,5.14
net461,5.14
net794,5.14
net920,5.14
net1980,5.14
net2621,5.14
_02145_,5.125
fetch.bht.bhtTable_tag\[0\]\[3\],5.12
net489,5.12
net852,5.12
net987,5.12
net999,5.12
net1010,5.12
net1038,5.12
net1162,5.12
net1170,5.12
net1201,5.12
net1284,5.12
net1302,5.12
net1353,5.12
net1356,5.12
net1489,5.12
net1493,5.12
net1503,5.12
net1547,5.12
net1588,5.12
net1720,5.12
net1763,5.12
net1858,5.12
net1930,5.12
net1942,5.12
net1998,5.12
net2009,5.12
net2066,5.12
net2150,5.12
net2182,5.12
net2227,5.12
net2230,5.12
net2442,5.12
net2782,5.12
memory.io_wb_readdata\[9\],5.1
net769,5.1
_00761_,5.095
_01166_,5.095
csr.io_mem_pc\[22\],5.095
_00533_,5.085
_00539_,5.085
_00610_,5.085
_00960_,5.085
_01193_,5.085
_01278_,5.085
_01413_,5.085
_01625_,5.085
_02615_,5.085
_02886_,5.085
net579,5.085
io_load_store_unsigned,5.07
io_memory_write_data[15],5.07
io_memory_write_data[18],5.07
io_memory_write_data[21],5.07
io_memory_write_data[2],5.07
io_memory_write_data[5],5.07
_02844_,5.065
_02700_,5.06
_04478_,5.06
_04560_,5.06
_06353_,5.06
_08718_,5.06
_10894_,5.06
_12457_,5.06
net1136,5.06
net1165,5.06
net1354,5.06
net1492,5.06
net1891,5.06
net2147,5.06
net2210,5.06
net2633,5.06
net1208,5.05
_00297_,5.045
_00442_,5.045
_01375_,5.045
_01712_,5.045
_01982_,5.045
_02284_,5.045
_02304_,5.045
_02622_,5.045
_05291_,5.04
_07204_,5.04
_07544_,5.04
net234,5.04
net379,5.04
net1141,5.04
net1326,5.04
net1660,5.04
net2245,5.04
net403,5.03
_01882_,5.02
_05073_,5.02
_05319_,5.02
_05453_,5.02
_06991_,5.02
_09705_,5.02
_10046_,5.02
_10437_,5.02
_10841_,5.02
_12851_,5.02
net1475,5.02
net1719,5.02
net2241,5.02
net2643,5.02
_03330_,5.015
_01686_,5
_04458_,5
_06957_,5
_11538_,5
_12877_,5
_13234_,5
_00720_,4.995
_00687_,4.985
_01478_,4.985
_03355_,4.98
_06920_,4.98
_01538_,4.975
_01889_,4.975
_02215_,4.975
_02438_,4.975
_12388_,4.975
_05819_,4.97
_09843_,4.97
_01007_,4.965
_02266_,4.965
_02540_,4.965
_07503_,4.95
io_memory_address[29],4.95
io_memory_write_data[13],4.95
io_memory_write_data[26],4.95
io_memory_write_data[8],4.95
_00274_,4.945
_00859_,4.945
_03303_,4.94
_03573_,4.94
_04174_,4.94
_04619_,4.94
_05134_,4.94
_05396_,4.94
_05405_,4.94
_07211_,4.94
_09054_,4.94
_09162_,4.94
_09667_,4.94
_09829_,4.94
_10265_,4.94
_10324_,4.94
_12042_,4.94
_12419_,4.94
_12452_,4.94
_12713_,4.94
_13103_,4.94
_13155_,4.94
fetch.bht.bhtTable_target_pc\[10\]\[8\],4.94
memory.io_wb_reg_pc\[13\],4.94
memory.io_wb_reg_pc\[3\],4.94
net765,4.94
net838,4.94
_05163_,4.93
net1889,4.925
_01226_,4.92
_01232_,4.92
_02132_,4.92
_02154_,4.92
_03147_,4.92
_03702_,4.92
_04380_,4.92
_04830_,4.92
_05115_,4.92
_05215_,4.92
_05218_,4.92
_05444_,4.92
_05570_,4.92
_05676_,4.92
_05680_,4.92
_05743_,4.92
_05764_,4.92
_05870_,4.92
_06152_,4.92
_06181_,4.92
_06307_,4.92
_06935_,4.92
_07014_,4.92
_07927_,4.92
_07951_,4.92
_08234_,4.92
_08246_,4.92
_08399_,4.92
_08597_,4.92
_08849_,4.92
_09168_,4.92
_09233_,4.92
_09583_,4.92
_09713_,4.92
_09816_,4.92
_11301_,4.92
_11414_,4.92
_11540_,4.92
_11926_,4.92
_11983_,4.92
_12208_,4.92
_12351_,4.92
decode.regfile.registers_30\[25\],4.92
execute.csr_write_address_out_reg\[11\],4.92
fetch.bht.bhtTable_tag\[2\]\[4\],4.92
fetch.bht.bhtTable_tag\[7\]\[9\],4.92
fetch.bht.bhtTable_target_pc\[1\]\[22\],4.92
net312,4.92
net348,4.92
net390,4.92
net504,4.92
net836,4.92
net1191,4.92
net1255,4.92
net1341,4.92
net1502,4.92
net1649,4.92
net1662,4.92
net1690,4.92
net1906,4.92
net2124,4.92
net2176,4.92
net2312,4.92
net2314,4.92
net2638,4.92
net2750,4.92
_00241_,4.905
_01306_,4.905
_02800_,4.905
_03440_,4.9
_05143_,4.9
_05208_,4.9
_05448_,4.9
_05564_,4.9
_06212_,4.9
_07016_,4.9
_07549_,4.9
_09365_,4.9
_09444_,4.9
_11209_,4.9
net2498,4.9
_00505_,4.895
_01121_,4.885
_02208_,4.885
_11604_,4.885
_00464_,4.88
_00611_,4.88
_01183_,4.88
_03454_,4.88
_03471_,4.88
_03614_,4.88
_03628_,4.88
_03695_,4.88
_04870_,4.88
_04902_,4.88
_05116_,4.88
_05322_,4.88
_05542_,4.88
_05549_,4.88
_05734_,4.88
_06106_,4.88
_06118_,4.88
_06195_,4.88
_06215_,4.88
_06264_,4.88
_06301_,4.88
_06324_,4.88
_06385_,4.88
_06669_,4.88
_06688_,4.88
_07239_,4.88
_07266_,4.88
_07268_,4.88
_07339_,4.88
_07908_,4.88
_07911_,4.88
_07975_,4.88
_07995_,4.88
_08065_,4.88
_08108_,4.88
_08174_,4.88
_08181_,4.88
_08191_,4.88
_08284_,4.88
_08305_,4.88
_08344_,4.88
_08366_,4.88
_08410_,4.88
_08418_,4.88
_08533_,4.88
_08534_,4.88
_08540_,4.88
_08582_,4.88
_08603_,4.88
_08620_,4.88
_08621_,4.88
_08669_,4.88
_08827_,4.88
_08885_,4.88
_09397_,4.88
_09468_,4.88
_09481_,4.88
_09633_,4.88
_10065_,4.88
_10335_,4.88
_10348_,4.88
_10780_,4.88
_11416_,4.88
_12354_,4.88
_12881_,4.88
_13132_,4.88
_13373_,4.88
_13480_,4.88
fetch.bht.bhtTable_tag\[4\]\[13\],4.88
net260,4.88
net305,4.88
net653,4.88
net667,4.88
net1144,4.88
net1335,4.88
net1741,4.88
net1860,4.88
net2001,4.88
net2032,4.88
net2059,4.88
net2082,4.88
net2423,4.88
_12246_,4.87
_00068_,4.865
_00286_,4.865
_02318_,4.865
_04980_,4.855
_00235_,4.845
_00251_,4.845
_00347_,4.845
_00607_,4.845
_00785_,4.845
_01071_,4.845
_01145_,4.845
_01318_,4.845
_01419_,4.845
_01501_,4.845
_01800_,4.845
_01905_,4.845
_01915_,4.845
_02261_,4.845
_02406_,4.845
net885,4.845
_05720_,4.825
_00885_,4.82
_01737_,4.82
_03029_,4.82
_03891_,4.82
_04796_,4.82
_04810_,4.82
_04835_,4.82
_04853_,4.82
_05533_,4.82
_05619_,4.82
_05669_,4.82
_06697_,4.82
_07273_,4.82
_07866_,4.82
_07882_,4.82
_08069_,4.82
_08245_,4.82
_10120_,4.82
_10891_,4.82
_12154_,4.82
_13141_,4.82
_13454_,4.82
decode.io_id_pc\[12\],4.82
net804,4.82
net1632,4.82
_00684_,4.805
_01252_,4.805
_01389_,4.805
_01894_,4.805
_01924_,4.805
_02571_,4.805
_03110_,4.8
_03265_,4.8
_03470_,4.8
_03691_,4.8
_03792_,4.8
_04176_,4.8
_04447_,4.8
_04838_,4.8
_05469_,4.8
_05641_,4.8
_05750_,4.8
_05938_,4.8
_05942_,4.8
_05980_,4.8
_06388_,4.8
_06954_,4.8
_07181_,4.8
_07331_,4.8
_07452_,4.8
_07715_,4.8
_07849_,4.8
_07860_,4.8
_07997_,4.8
_08358_,4.8
_08430_,4.8
_08501_,4.8
_08790_,4.8
_08810_,4.8
_08835_,4.8
_08921_,4.8
_09113_,4.8
_09269_,4.8
_09551_,4.8
_09918_,4.8
_10252_,4.8
_10253_,4.8
_10343_,4.8
_10381_,4.8
_10383_,4.8
_10480_,4.8
_10493_,4.8
_11397_,4.8
_11804_,4.8
_11924_,4.8
_11966_,4.8
_11991_,4.8
_12136_,4.8
_13338_,4.8
memory.io_wb_aluresult\[2\],4.8
net385,4.8
net400,4.8
net540,4.8
net747,4.8
net760,4.8
net773,4.8
net795,4.8
net855,4.8
net974,4.8
net989,4.8
net1098,4.8
net1099,4.8
net1187,4.8
net1328,4.8
net1399,4.8
net1413,4.8
net1454,4.8
net1532,4.8
net1739,4.8
net1753,4.8
net1894,4.8
net1976,4.8
net1985,4.8
net2144,4.8
net2177,4.8
net2194,4.8
net2296,4.8
net2345,4.8
net2755,4.8
_05241_,4.795
_01286_,4.785
_03221_,4.78
_04846_,4.78
_07053_,4.78
_08169_,4.78
_08236_,4.78
_08507_,4.78
_12861_,4.78
_00963_,4.775
_10473_,4.775
_03341_,4.76
_03608_,4.76
_03618_,4.76
_03729_,4.76
_04319_,4.76
_05082_,4.76
_05111_,4.76
_05280_,4.76
_06166_,4.76
_06172_,4.76
_06182_,4.76
_06205_,4.76
_06216_,4.76
_06224_,4.76
_06266_,4.76
_06288_,4.76
_06435_,4.76
_06440_,4.76
_06455_,4.76
_06478_,4.76
_06871_,4.76
_06996_,4.76
_07214_,4.76
_07259_,4.76
_07260_,4.76
_07267_,4.76
_07458_,4.76
_07906_,4.76
_07963_,4.76
_07965_,4.76
_07970_,4.76
_07971_,4.76
_07979_,4.76
_07982_,4.76
_07985_,4.76
_07988_,4.76
_08016_,4.76
_08208_,4.76
_08216_,4.76
_08275_,4.76
_08299_,4.76
_08326_,4.76
_08343_,4.76
_08404_,4.76
_08425_,4.76
_08480_,4.76
_08493_,4.76
_08575_,4.76
_08878_,4.76
_08997_,4.76
_09060_,4.76
_09130_,4.76
_09237_,4.76
_09576_,4.76
_09627_,4.76
_09670_,4.76
_09757_,4.76
_09790_,4.76
_09976_,4.76
_10524_,4.76
_10542_,4.76
_11543_,4.76
_11567_,4.76
_11856_,4.76
_12632_,4.76
_13305_,4.76
net645,4.76
net787,4.76
net845,4.76
net858,4.76
net985,4.76
net1051,4.76
net1226,4.76
net1237,4.76
net1403,4.76
net1623,4.76
net2072,4.76
net2196,4.76
net2489,4.76
net2550,4.76
net2566,4.76
net2668,4.76
net2738,4.76
_01656_,4.755
_01916_,4.755
io_memory_size[0],4.73
_00243_,4.725
_00534_,4.725
_01606_,4.725
_01811_,4.725
_02442_,4.725
_02457_,4.725
_02680_,4.705
_02769_,4.705
_00121_,4.7
_00884_,4.7
_02808_,4.7
_03206_,4.7
_05791_,4.7
_06393_,4.7
_07730_,4.7
_08663_,4.7
_09541_,4.7
net622,4.7
net854,4.7
net1409,4.7
net1410,4.7
net1450,4.7
net1680,4.7
net1728,4.7
net1945,4.7
net2029,4.7
net2145,4.7
net2251,4.7
_03306_,4.69
_02891_,4.68
_08523_,4.68
_08557_,4.68
_09257_,4.68
_10126_,4.68
_10809_,4.68
decode.regfile.registers_30\[7\],4.68
fetch.bht.bhtTable_target_pc\[1\]\[7\],4.68
fetch.btb.btbTable\[5\]\[0\],4.68
net994,4.68
net1283,4.68
net1635,4.68
net1810,4.68
net2049,4.68
_00788_,4.675
_11657_,4.67
_04722_,4.66
_05600_,4.66
_07059_,4.66
_07419_,4.66
_09249_,4.66
net868,4.66
net883,4.66
net922,4.66
net963,4.66
net1145,4.66
net1161,4.66
net1242,4.66
net1253,4.66
net1393,4.66
net1401,4.66
net1447,4.66
net1506,4.66
net1562,4.66
net1595,4.66
net1599,4.66
net1631,4.66
net1647,4.66
net1676,4.66
net1922,4.66
net1969,4.66
net1992,4.66
net2060,4.66
net2068,4.66
net2100,4.66
net2288,4.66
net2336,4.66
_01255_,4.635
_01906_,4.635
_00135_,4.625
_00308_,4.625
_00530_,4.625
_00944_,4.625
_01261_,4.625
_01813_,4.625
_01935_,4.625
_02004_,4.625
_02117_,4.625
_02455_,4.625
_02573_,4.625
_02696_,4.625
_02717_,4.625
_02931_,4.625
_02942_,4.625
_00110_,4.605
_01110_,4.605
_01372_,4.605
_01933_,4.605
_02386_,4.605
_00507_,4.6
_04134_,4.6
_04292_,4.6
_04584_,4.6
_05233_,4.6
_06556_,4.6
_06931_,4.6
_09959_,4.6
memory.io_wb_reg_pc\[11\],4.6
net511,4.6
net690,4.6
net828,4.6
net1059,4.6
net1448,4.6
net1483,4.6
net1840,4.6
net1853,4.6
net1924,4.6
net2201,4.6
net2341,4.6
net2495,4.6
_00064_,4.585
_00616_,4.585
_01158_,4.585
_01428_,4.585
_01560_,4.585
_01603_,4.585
_01942_,4.585
_01990_,4.585
_02241_,4.585
_02316_,4.585
_02627_,4.585
_02911_,4.585
_02953_,4.585
_01671_,4.58
_04341_,4.58
_07195_,4.58
_07562_,4.58
_08758_,4.58
_09043_,4.58
_09768_,4.58
net337,4.58
net1828,4.58
_04772_,4.57
_07668_,4.57
net2567,4.57
_01589_,4.56
_04413_,4.56
_04746_,4.56
_07513_,4.56
_07567_,4.56
_08932_,4.56
_09445_,4.56
_10144_,4.56
_10683_,4.56
_11305_,4.56
_12436_,4.56
memory.io_wb_aluresult\[8\],4.555
_04922_,4.54
_05382_,4.54
_07020_,4.54
_07543_,4.54
_12875_,4.54
net299,4.54
net1834,4.54
_00967_,4.535
_01458_,4.525
_01482_,4.525
_02028_,4.525
_02787_,4.525
net2015,4.525
_04406_,4.52
_13117_,4.52
_08012_,4.5
_11693_,4.49
_04361_,4.48
_04784_,4.48
_05675_,4.48
_05779_,4.48
_07033_,4.48
_07243_,4.48
_09171_,4.48
_09197_,4.48
_09393_,4.48
_09678_,4.48
_09904_,4.48
_10192_,4.48
_10395_,4.48
_11797_,4.48
_12055_,4.48
_12171_,4.48
_12646_,4.48
_12660_,4.48
_13082_,4.48
_13223_,4.48
_13343_,4.48
net408,4.48
net1927,4.48
net2021,4.48
net2109,4.48
net2162,4.48
net2587,4.48
_00065_,4.465
_01185_,4.46
_01409_,4.46
_02559_,4.46
_03126_,4.46
_03151_,4.46
_03409_,4.46
_03504_,4.46
_04438_,4.46
_04743_,4.46
_05428_,4.46
_05487_,4.46
_05654_,4.46
_05816_,4.46
_06257_,4.46
_06456_,4.46
_06586_,4.46
_06608_,4.46
_07126_,4.46
_07194_,4.46
_07295_,4.46
_07307_,4.46
_07330_,4.46
_07342_,4.46
_07475_,4.46
_07486_,4.46
_07571_,4.46
_07639_,4.46
_07671_,4.46
_07828_,4.46
_08122_,4.46
_08168_,4.46
_08196_,4.46
_08280_,4.46
_08330_,4.46
_08445_,4.46
_08651_,4.46
_08786_,4.46
_09034_,4.46
_09218_,4.46
_09231_,4.46
_09449_,4.46
_09659_,4.46
_09893_,4.46
_10071_,4.46
_10169_,4.46
_10254_,4.46
_10511_,4.46
_10553_,4.46
_10656_,4.46
_11777_,4.46
_11870_,4.46
_12397_,4.46
_12453_,4.46
_12733_,4.46
_12926_,4.46
_13222_,4.46
csr.mscratch\[17\],4.46
decode.regfile.registers_31\[31\],4.46
execute.csr_write_address_out_reg\[1\],4.46
execute.csr_write_address_out_reg\[2\],4.46
execute.csr_write_address_out_reg\[4\],4.46
fetch.bht.bhtTable_tag\[12\]\[4\],4.46
fetch.bht.bhtTable_tag\[9\]\[8\],4.46
fetch.bht.bhtTable_target_pc\[10\]\[16\],4.46
fetch.bht.bhtTable_target_pc\[5\]\[6\],4.46
fetch.bht.bhtTable_target_pc\[8\]\[26\],4.46
memory.io_wb_reg_pc\[18\],4.46
net316,4.46
net325,4.46
net394,4.46
net599,4.46
net802,4.46
net818,4.46
net819,4.46
net1229,4.46
net1336,4.46
net1389,4.46
net1400,4.46
net1603,4.46
net1718,4.46
net1725,4.46
net1727,4.46
net1766,4.46
net1778,4.46
net1780,4.46
net1795,4.46
net1842,4.46
net2045,4.46
net2048,4.46
net2067,4.46
net2164,4.46
net2175,4.46
net2209,4.46
net2265,4.46
net2273,4.46
net2661,4.46
net2706,4.46
_00603_,4.445
_03926_,4.44
_06185_,4.44
_08684_,4.44
_09522_,4.44
_10914_,4.44
_11620_,4.44
_12980_,4.44
_13102_,4.44
_13442_,4.44
decode.regfile.registers_30\[31\],4.44
decode.regfile.registers_31\[0\],4.44
net432,4.44
net896,4.44
_00252_,4.425
_00857_,4.425
_01004_,4.425
_01031_,4.425
_01584_,4.425
_02426_,4.425
_02585_,4.425
_02794_,4.425
_02912_,4.425
_05511_,4.425
_00617_,4.42
_03042_,4.42
_03144_,4.42
_03260_,4.42
_03332_,4.42
_03525_,4.42
_03537_,4.42
_03644_,4.42
_03941_,4.42
_04793_,4.42
_05054_,4.42
_06028_,4.42
_06071_,4.42
_06208_,4.42
_06255_,4.42
_06449_,4.42
_07191_,4.42
_07261_,4.42
_07270_,4.42
_07319_,4.42
_07333_,4.42
_07923_,4.42
_07931_,4.42
_07962_,4.42
_08029_,4.42
_08035_,4.42
_08037_,4.42
_08061_,4.42
_08123_,4.42
_08151_,4.42
_08193_,4.42
_08239_,4.42
_08291_,4.42
_08319_,4.42
_08340_,4.42
_08355_,4.42
_08488_,4.42
_08525_,4.42
_08565_,4.42
_08572_,4.42
_08595_,4.42
_08610_,4.42
_08611_,4.42
_08781_,4.42
_08782_,4.42
_08833_,4.42
_08847_,4.42
_09509_,4.42
_09740_,4.42
_10229_,4.42
_10264_,4.42
_10848_,4.42
_10883_,4.42
_11409_,4.42
_11905_,4.42
_12145_,4.42
_12483_,4.42
_12827_,4.42
_12873_,4.42
_12950_,4.42
_13257_,4.42
_13276_,4.42
execute.csr_write_data_out_reg\[17\],4.42
fetch.btb.btbTable\[15\]\[0\],4.42
net459,4.42
net1210,4.42
net1439,4.42
net1485,4.42
net1534,4.42
net2303,4.42
net2361,4.42
net2397,4.42
net2601,4.42
net2628,4.42
net2763,4.42
_00021_,4.405
_00349_,4.405
_02062_,4.405
_02654_,4.405
_05351_,4.4
io_memory_write_data[3],4.39
_00009_,4.385
_00038_,4.385
_00168_,4.385
_00255_,4.385
_00256_,4.385
_00285_,4.385
_00518_,4.385
_00838_,4.385
_00917_,4.385
_01179_,4.385
_01215_,4.385
_01271_,4.385
_01393_,4.385
_01418_,4.385
_01490_,4.385
_01503_,4.385
_01585_,4.385
_01617_,4.385
_01644_,4.385
_01707_,4.385
_01938_,4.385
_01971_,4.385
_02036_,4.385
_02102_,4.385
_02147_,4.385
_02311_,4.385
_02351_,4.385
_02484_,4.385
_02513_,4.385
_02514_,4.385
_02704_,4.385
_02736_,4.385
_02866_,4.385
_02917_,4.385
_01300_,4.38
_01471_,4.38
net2469,4.37
_00482_,4.36
_03778_,4.36
_03875_,4.36
_06170_,4.36
_06443_,4.36
_06535_,4.36
_06693_,4.36
_07868_,4.36
_07944_,4.36
_07957_,4.36
_08038_,4.36
_08250_,4.36
_08341_,4.36
_08720_,4.36
_09362_,4.36
_09529_,4.36
_10313_,4.36
_13457_,4.36
decode.regfile.registers_31\[11\],4.36
net264,4.36
net311,4.36
net705,4.36
net1463,4.36
_06607_,4.355
_05835_,4.345
_01125_,4.34
_03756_,4.34
_04026_,4.34
_04803_,4.34
_05089_,4.34
_05323_,4.34
_06018_,4.34
_06059_,4.34
_06334_,4.34
_06347_,4.34
_06398_,4.34
_06750_,4.34
_06994_,4.34
_07158_,4.34
_07189_,4.34
_07212_,4.34
_07326_,4.34
_07910_,4.34
_08027_,4.34
_08392_,4.34
_08397_,4.34
_08546_,4.34
_08755_,4.34
_08789_,4.34
_08862_,4.34
_08926_,4.34
_08955_,4.34
_09090_,4.34
_09350_,4.34
_09399_,4.34
_09496_,4.34
_09584_,4.34
_09586_,4.34
_09744_,4.34
_09778_,4.34
_09874_,4.34
_10076_,4.34
_10088_,4.34
_10148_,4.34
_10293_,4.34
_10414_,4.34
_10503_,4.34
_10893_,4.34
_11411_,4.34
_11449_,4.34
_11565_,4.34
_11752_,4.34
_11945_,4.34
_12027_,4.34
_12464_,4.34
_13418_,4.34
csr.mscratch\[20\],4.34
memory.io_wb_reg_pc\[15\],4.34
net335,4.34
net650,4.34
net815,4.34
net879,4.34
net973,4.34
net975,4.34
net1299,4.34
net1407,4.34
net1428,4.34
net1602,4.34
net1625,4.34
net1651,4.34
net1772,4.34
net1783,4.34
net1859,4.34
net1864,4.34
net1953,4.34
net2027,4.34
net2130,4.34
_00512_,4.335
_05832_,4.33
_00359_,4.325
_00483_,4.325
_00735_,4.325
_01518_,4.325
_02793_,4.325
_03230_,4.32
_03855_,4.32
_04889_,4.32
_05644_,4.32
_08737_,4.32
_11709_,4.32
_11725_,4.32
memory.csr_read_data_out_reg\[16\],4.32
_02903_,4.3
net626,4.3
_00184_,4.295
_00873_,4.295
_00962_,4.295
_01836_,4.295
_02024_,4.295
_02085_,4.295
memory.io_wb_aluresult\[12\],4.29
execute.csr_write_data_out_reg\[23\],4.28
io_fetch_address[1],4.27
_00291_,4.265
_00799_,4.265
_00940_,4.265
_01690_,4.265
_01909_,4.265
_02714_,4.265
_05843_,4.25
_01736_,4.245
_00125_,4.24
_00128_,4.24
_00151_,4.24
_00322_,4.24
_00466_,4.24
_00604_,4.24
_00882_,4.24
_01090_,4.24
_01146_,4.24
_01157_,4.24
_01201_,4.24
_01333_,4.24
_01703_,4.24
_01753_,4.24
_01760_,4.24
_02256_,4.24
_02470_,4.24
_06421_,4.24
_07040_,4.24
_07877_,4.24
_08423_,4.24
_08949_,4.24
_08976_,4.24
_09152_,4.24
_10017_,4.24
_10471_,4.24
_12962_,4.24
net286,4.24
net527,4.24
net823,4.24
net906,4.24
net950,4.24
net992,4.24
net1012,4.24
net1062,4.24
net1075,4.24
net1130,4.24
net1135,4.24
net1177,4.24
net1225,4.24
net1252,4.24
net1264,4.24
net1308,4.24
net1451,4.24
net1480,4.24
net1494,4.24
net1546,4.24
net1643,4.24
net1664,4.24
net1684,4.24
net1704,4.24
net1805,4.24
net2058,4.24
net2064,4.24
net2435,4.24
net2557,4.24
csr.mscratch\[31\],4.225
_03536_,4.22
_05777_,4.22
_06847_,4.22
_06865_,4.22
_07309_,4.22
_07404_,4.22
_07836_,4.22
_09722_,4.22
_09994_,4.22
fetch.bht.bhtTable_tag\[5\]\[21\],4.22
fetch.bht.bhtTable_tag\[5\]\[25\],4.22
net925,4.22
_09435_,4.215
_04725_,4.2
_05191_,4.2
_05947_,4.2
_06410_,4.2
_07254_,4.2
_08431_,4.2
_10241_,4.2
net912,4.2
net1050,4.2
net1063,4.2
net1100,4.2
net1146,4.2
net1211,4.2
net1234,4.2
net1351,4.2
net1444,4.2
net1522,4.2
net1531,4.2
net1565,4.2
net1716,4.2
net2022,4.2
net2041,4.2
_00320_,4.165
_00579_,4.165
_00855_,4.165
_00951_,4.165
_01133_,4.165
_01205_,4.165
_01329_,4.165
_01550_,4.165
_01678_,4.165
_01782_,4.165
_01825_,4.165
_02110_,4.165
_02121_,4.165
_02207_,4.165
_02340_,4.165
_02581_,4.165
_02746_,4.165
_02877_,4.165
net1159,4.165
_00671_,4.145
_00945_,4.145
_02722_,4.145
_03534_,4.14
_04615_,4.14
_04999_,4.14
_05431_,4.14
_07060_,4.14
_07373_,4.14
_07699_,4.14
_07732_,4.14
_08705_,4.14
_12099_,4.14
_12110_,4.14
_12798_,4.14
net407,4.14
net423,4.14
net482,4.14
net894,4.14
net1127,4.14
net1245,4.14
net1300,4.14
net1443,4.14
net1717,4.14
net1814,4.14
net1879,4.14
net1932,4.14
net2030,4.14
net2099,4.14
net2119,4.14
net2248,4.14
net2325,4.14
net2461,4.14
net2556,4.14
net2565,4.14
net2769,4.14
_00923_,4.125
_01102_,4.125
_01748_,4.125
_02802_,4.125
_09848_,4.125
_02197_,4.12
_03116_,4.12
_04836_,4.12
_09604_,4.12
_09793_,4.12
_11882_,4.12
net378,4.12
net684,4.12
net1239,4.12
net1376,4.12
net1855,4.12
net2065,4.12
_03488_,4.1
_04636_,4.1
_06356_,4.1
_07516_,4.1
_08734_,4.1
_09611_,4.1
_10448_,4.1
_11162_,4.1
_12752_,4.1
net528,4.1
net1304,4.1
net2357,4.1
net2704,4.1
_01877_,4.095
_02342_,4.095
_02702_,4.095
_03091_,4.095
_00810_,4.085
_03542_,4.08
_06712_,4.08
_07753_,4.08
net640,4.08
_03295_,4.07
_00867_,4.065
_01080_,4.065
_01701_,4.065
_02209_,4.065
net831,4.05
_00154_,4.045
_00956_,4.045
_00994_,4.045
_01523_,4.045
_01997_,4.045
_02019_,4.045
_02129_,4.045
net2391,4.045
_12849_,4.035
_07180_,4.03
_00226_,4.025
_00805_,4.025
_00929_,4.025
_01066_,4.025
_01662_,4.025
_01810_,4.025
_01866_,4.025
_02059_,4.025
_02075_,4.025
_02719_,4.025
_03060_,4.025
_02097_,4.02
_02999_,4.02
_03100_,4.02
_04948_,4.02
_05308_,4.02
_06926_,4.02
_07789_,4.02
_09073_,4.02
_09099_,4.02
_09590_,4.02
_09889_,4.02
_10367_,4.02
_10620_,4.02
_10824_,4.02
_11522_,4.02
_11732_,4.02
_11843_,4.02
_13227_,4.02
net565,4.02
net969,4.02
net1157,4.02
net1398,4.02
_00582_,4
_01408_,4
_01421_,4
_01425_,4
_02152_,4
_02427_,4
_03089_,4
_03182_,4
_03361_,4
_03392_,4
_03613_,4
_03753_,4
_03831_,4
_03843_,4
_04892_,4
_05242_,4
_05596_,4
_05660_,4
_05693_,4
_05897_,4
_05939_,4
_06098_,4
_06258_,4
_06477_,4
_06594_,4
_06653_,4
_06689_,4
_06812_,4
_06902_,4
_07271_,4
_07305_,4
_07470_,4
_07471_,4
_07704_,4
_07794_,4
_08403_,4
_08451_,4
_08457_,4
_08528_,4
_08821_,4
_08829_,4
_08911_,4
_08940_,4
_09029_,4
_09326_,4
_09336_,4
_09339_,4
_09494_,4
_09772_,4
_09787_,4
_09832_,4
_10118_,4
_10187_,4
_10205_,4
_10233_,4
_10235_,4
_10257_,4
_10498_,4
_10745_,4
_10837_,4
_10984_,4
_11829_,4
_12089_,4
_12191_,4
_12267_,4
_12306_,4
_12384_,4
_13007_,4
_13030_,4
_13214_,4
decode.regfile.registers_31\[19\],4
execute.csr_write_data_out_reg\[9\],4
fetch.bht.bhtTable_tag\[13\]\[20\],4
fetch.bht.bhtTable_tag\[2\]\[0\],4
fetch.bht.bhtTable_tag\[4\]\[14\],4
fetch.bht.bhtTable_target_pc\[10\]\[19\],4
fetch.bht.bhtTable_target_pc\[6\]\[25\],4
fetch.bht.bhtTable_target_pc\[6\]\[6\],4
memory.io_wb_aluresult\[27\],4
memory.io_wb_aluresult\[30\],4
net243,4
net288,4
